      0.7200    0.106779E-010   0.456772E+000   0.456772E+000   0.456772E+000   0.137032E+001   0.000000E+000   0.000000E+000
      0.7300    0.106737E-010   0.456774E+000   0.456774E+000   0.456774E+000   0.137032E+001   0.000000E+000   0.000000E+000
      0.7400    0.106695E-010   0.456776E+000   0.456776E+000   0.456776E+000   0.137033E+001   0.000000E+000   0.000000E+000
      0.7500    0.106653E-010   0.456777E+000   0.456777E+000   0.456777E+000   0.137033E+001   0.000000E+000   0.000000E+000
      0.7600    0.106612E-010   0.456779E+000   0.456779E+000   0.456779E+000   0.137034E+001   0.000000E+000   0.000000E+000
      0.7700    0.106570E-010   0.456781E+000   0.456781E+000   0.456781E+000   0.137034E+001   0.000000E+000   0.000000E+000
      0.7800    0.106528E-010   0.456783E+000   0.456783E+000   0.456783E+000   0.137035E+001   0.000000E+000   0.000000E+000
      0.7900    0.106487E-010   0.456784E+000   0.456784E+000   0.456784E+000   0.137035E+001   0.000000E+000   0.000000E+000
      0.8000    0.106445E-010   0.456786E+000   0.456786E+000   0.456786E+000   0.137036E+001   0.000000E+000   0.000000E+000
      0.8100    0.106403E-010   0.456788E+000   0.456788E+000   0.456788E+000   0.137036E+001   0.000000E+000   0.000000E+000
      0.8200    0.106362E-010   0.456789E+000   0.456789E+000   0.456789E+000   0.137037E+001   0.000000E+000   0.000000E+000
      0.8300    0.106321E-010   0.456791E+000   0.456791E+000   0.456791E+000   0.137037E+001   0.000000E+000   0.000000E+000
      0.8400    0.106279E-010   0.456793E+000   0.456793E+000   0.456793E+000   0.137038E+001   0.000000E+000   0.000000E+000
      0.8500    0.106238E-010   0.456795E+000   0.456795E+000   0.456795E+000   0.137038E+001   0.000000E+000   0.000000E+000
      0.8600    0.106196E-010   0.456796E+000   0.456796E+000   0.456796E+000   0.137039E+001   0.000000E+000   0.000000E+000
      0.8700    0.106154E-010   0.456798E+000   0.456798E+000   0.456798E+000   0.137039E+001   0.000000E+000   0.000000E+000
      0.8800    0.106113E-010   0.456800E+000   0.456800E+000   0.456800E+000   0.137040E+001   0.000000E+000   0.000000E+000
      0.8900    0.106071E-010   0.456801E+000   0.456801E+000   0.456801E+000   0.137040E+001   0.000000E+000   0.000000E+000
      0.9000    0.106030E-010   0.456803E+000   0.456803E+000   0.456803E+000   0.137041E+001   0.000000E+000   0.000000E+000
      0.9100    0.105988E-010   0.456805E+000   0.456805E+000   0.456805E+000   0.137041E+001   0.000000E+000   0.000000E+000
      0.9200    0.105947E-010   0.456806E+000   0.456806E+000   0.456806E+000   0.137042E+001   0.000000E+000   0.000000E+000
      0.9300    0.105905E-010   0.456808E+000   0.456808E+000   0.456808E+000   0.137042E+001   0.000000E+000   0.000000E+000
      0.9400    0.105864E-010   0.456810E+000   0.456810E+000   0.456810E+000   0.137043E+001   0.000000E+000   0.000000E+000
      0.9500    0.105823E-010   0.456811E+000   0.456811E+000   0.456811E+000   0.137043E+001   0.000000E+000   0.000000E+000
      0.9600    0.105781E-010   0.456813E+000   0.456813E+000   0.456813E+000   0.137044E+001   0.000000E+000   0.000000E+000
      0.9700    0.105740E-010   0.456815E+000   0.456815E+000   0.456815E+000   0.137044E+001   0.000000E+000   0.000000E+000
      0.9800    0.105699E-010   0.456816E+000   0.456816E+000   0.456816E+000   0.137045E+001   0.000000E+000   0.000000E+000
      0.9900    0.105657E-010   0.456818E+000   0.456818E+000   0.456818E+000   0.137045E+001   0.000000E+000   0.000000E+000
      1.0000    0.105616E-010   0.456819E+000   0.456819E+000   0.456819E+000   0.137046E+001   0.000000E+000   0.000000E+000
